"id";"origination_date";"balance";"product";"region";"repayment_date"
6420;"2012-11-02";2320;"Super Loan";"West";""
6421;"2012-05-29";1823;"Giga Loan";"North";""
6422;"2012-12-04";6665;"Mega Loan";"North";""
6423;"2012-03-26";1150;"Giga Loan";"South";""
6424;"2012-11-28";7369;"Mega Loan";"North";""
6425;"2012-01-17";7787;"Giga Loan";"East";"2012-09-30"
6426;"2012-03-12";5711;"Giga Loan";"East";""
6427;"2012-03-06";7973;"Mega Loan";"West";""
6428;"2012-01-18";5416;"Giga Loan";"East";""
6429;"2012-03-01";5224;"Super Loan";"East";""
6430;"2012-12-07";5536;"Mega Loan";"East";""
6431;"2012-08-08";3359;"Mega Loan";"East";""
6432;"2012-11-24";2838;"Mega Loan";"South";""
6433;"2012-12-10";6835;"Super Loan";"East";""
6434;"2012-04-29";4774;"Mega Loan";"West";""
6435;"2012-03-08";9869;"Mega Loan";"North";""
6436;"2012-07-07";8134;"Super Loan";"North";"2012-10-19"
6437;"2012-10-29";2583;"Giga Loan";"West";""
6438;"2012-12-08";2325;"Mega Loan";"West";""
6439;"2012-08-27";8943;"Super Loan";"South";"2012-12-12"
6440;"2012-01-30";3826;"Mega Loan";"East";""
6441;"2012-07-31";1068;"Giga Loan";"South";""
6442;"2012-12-04";4752;"Super Loan";"South";""
6443;"2012-09-01";5488;"Giga Loan";"South";""
6444;"2012-06-28";8619;"Super Loan";"East";"2012-11-30"
6445;"2012-05-09";1607;"Mega Loan";"West";"2012-08-16"
6446;"2012-11-14";3250;"Mega Loan";"West";""
6447;"2012-03-30";2387;"Giga Loan";"East";""
6448;"2012-01-21";3172;"Giga Loan";"South";""
6449;"2012-11-01";6695;"Mega Loan";"South";""
6450;"2012-11-06";4295;"Mega Loan";"South";""
6451;"2012-07-17";4492;"Mega Loan";"West";""
6452;"2012-08-09";7519;"Giga Loan";"West";""
6453;"2012-10-21";9960;"Giga Loan";"North";""
6454;"2012-06-04";4642;"Super Loan";"South";""
6455;"2012-05-20";4888;"Super Loan";"North";""
6456;"2012-02-26";7747;"Mega Loan";"South";"2012-12-20"
6457;"2012-10-09";9354;"Giga Loan";"East";""
6458;"2012-09-19";2860;"Mega Loan";"East";""
6459;"2012-01-17";3162;"Giga Loan";"East";""
6460;"2012-04-09";4577;"Mega Loan";"North";""
6461;"2012-08-18";7397;"Mega Loan";"North";""
6462;"2012-05-07";5522;"Mega Loan";"North";"2012-11-30"
6463;"2012-11-28";6416;"Super Loan";"West";""
6464;"2012-01-21";4231;"Giga Loan";"South";"2012-10-03"
6465;"2012-10-12";9296;"Giga Loan";"North";"2012-12-24"
6466;"2012-10-04";6284;"Super Loan";"North";""
6467;"2012-04-08";2365;"Mega Loan";"West";"2012-07-14"
6468;"2012-09-08";1879;"Super Loan";"East";""
6469;"2012-11-26";7609;"Mega Loan";"North";""
6470;"2012-07-12";1308;"Giga Loan";"West";""
6471;"2012-08-12";4705;"Giga Loan";"North";"2012-11-16"
6472;"2012-03-31";7677;"Mega Loan";"North";""
6473;"2012-10-02";5060;"Giga Loan";"West";""
6474;"2012-10-27";9193;"Mega Loan";"West";""
6475;"2012-03-03";6296;"Giga Loan";"West";""
6476;"2012-03-10";5668;"Giga Loan";"West";"2012-11-01"
6477;"2012-03-25";2443;"Giga Loan";"North";"2012-08-23"
6478;"2012-09-01";7683;"Mega Loan";"East";""
6479;"2012-12-08";7840;"Mega Loan";"West";""
6480;"2012-11-17";8139;"Mega Loan";"West";""
6481;"2012-08-16";1978;"Giga Loan";"North";"2012-11-11"
6482;"2012-01-14";2332;"Giga Loan";"West";"2012-11-23"
6483;"2012-12-31";5658;"Giga Loan";"North";""
6484;"2012-12-17";1937;"Mega Loan";"South";""
6485;"2012-10-31";5975;"Giga Loan";"West";""
6486;"2012-03-10";9546;"Giga Loan";"South";"2012-07-19"
6487;"2012-03-01";8684;"Giga Loan";"South";""
6488;"2012-10-28";5328;"Mega Loan";"East";""
6489;"2012-05-25";2406;"Giga Loan";"North";"2012-10-14"
6490;"2012-09-17";1846;"Giga Loan";"North";""
6491;"2012-09-26";8906;"Giga Loan";"South";""
6492;"2012-05-13";8803;"Mega Loan";"South";"2012-12-23"
6493;"2012-06-08";6368;"Mega Loan";"East";"2012-06-13"
6494;"2012-02-07";5321;"Mega Loan";"West";"2012-06-07"
6495;"2012-10-01";3034;"Giga Loan";"East";""
6496;"2012-02-01";5664;"Super Loan";"West";""
6497;"2012-08-13";1604;"Mega Loan";"North";""
6498;"2012-04-07";4399;"Giga Loan";"South";""
6499;"2012-11-02";6543;"Giga Loan";"East";""
6500;"2012-07-08";8214;"Super Loan";"South";"2012-11-03"
6501;"2012-09-17";4707;"Mega Loan";"West";""
6502;"2012-02-11";1247;"Super Loan";"South";"2012-11-21"
6503;"2012-02-21";5891;"Super Loan";"West";"2012-12-11"
6504;"2012-10-16";8768;"Super Loan";"West";""
6505;"2012-08-01";9441;"Super Loan";"West";""
6506;"2012-02-07";2186;"Super Loan";"West";"2012-05-20"
6507;"2012-05-27";4435;"Giga Loan";"West";""
6508;"2012-04-12";1884;"Mega Loan";"North";"2012-11-18"
6509;"2012-06-28";8870;"Giga Loan";"East";"2012-09-06"
6510;"2012-03-17";2275;"Mega Loan";"North";"2012-05-25"
6511;"2012-05-10";9024;"Super Loan";"East";""
6512;"2012-08-12";9848;"Giga Loan";"West";""
6513;"2012-05-30";3608;"Mega Loan";"East";"2012-12-05"
6514;"2012-08-01";4681;"Mega Loan";"South";""
6515;"2012-02-08";1785;"Mega Loan";"West";"2012-03-11"
6516;"2012-12-01";8583;"Giga Loan";"South";""
6517;"2012-10-21";4227;"Super Loan";"East";"2012-10-22"
6518;"2012-09-09";9470;"Mega Loan";"South";""
6519;"2012-12-18";3911;"Mega Loan";"East";""
6520;"2012-06-23";5633;"Giga Loan";"West";""
6521;"2012-12-24";1315;"Mega Loan";"West";""
6522;"2012-11-10";2816;"Super Loan";"North";""
6523;"2012-01-14";4436;"Super Loan";"South";""
6524;"2012-03-21";6683;"Super Loan";"South";"2012-08-18"
6525;"2012-07-08";7137;"Mega Loan";"East";""
6526;"2012-10-07";6470;"Mega Loan";"East";""
6527;"2012-09-18";2347;"Super Loan";"West";""
6528;"2012-11-04";7742;"Mega Loan";"South";""
6529;"2012-04-04";9870;"Super Loan";"North";"2012-07-28"
6530;"2012-05-16";7890;"Giga Loan";"South";""
6531;"2012-07-11";5955;"Super Loan";"South";""
6532;"2012-03-04";4577;"Mega Loan";"North";"2012-06-11"
6533;"2012-04-25";8138;"Super Loan";"South";""
6534;"2012-04-08";1846;"Super Loan";"South";""
6535;"2012-05-05";3344;"Mega Loan";"East";"2012-10-30"
6536;"2012-10-28";7579;"Super Loan";"West";""
6537;"2012-04-26";3032;"Super Loan";"West";"2012-10-13"
6538;"2012-09-14";6780;"Giga Loan";"South";""
6539;"2012-10-27";8463;"Super Loan";"North";""
6540;"2012-11-16";1902;"Mega Loan";"South";""
6541;"2012-05-06";8056;"Giga Loan";"West";""
6542;"2012-03-18";7487;"Giga Loan";"West";""
6543;"2012-01-08";1749;"Super Loan";"West";""
6544;"2012-03-08";1663;"Mega Loan";"South";""
6545;"2012-06-23";2167;"Super Loan";"South";""
6546;"2012-08-19";2534;"Mega Loan";"West";""
6547;"2012-11-03";9246;"Super Loan";"South";""
6548;"2012-04-30";5395;"Giga Loan";"East";""
6549;"2012-08-31";2004;"Giga Loan";"South";""
6550;"2012-06-08";3156;"Giga Loan";"North";""
6551;"2012-05-03";1028;"Mega Loan";"South";""
6552;"2012-04-29";2319;"Mega Loan";"West";"2012-10-06"
6553;"2012-12-09";4973;"Giga Loan";"East";""
6554;"2012-01-02";4464;"Super Loan";"South";"2012-10-05"
6555;"2012-12-12";8003;"Mega Loan";"West";"2012-12-29"
6556;"2012-02-06";2110;"Mega Loan";"West";""
6557;"2012-07-07";9935;"Super Loan";"North";""
6558;"2012-05-08";9351;"Mega Loan";"North";""
6559;"2012-05-12";8853;"Super Loan";"West";""
6560;"2012-10-22";9805;"Giga Loan";"South";""
6561;"2012-02-02";7240;"Super Loan";"West";""
6562;"2012-11-01";4808;"Mega Loan";"South";"2012-12-27"
6563;"2012-03-30";4381;"Super Loan";"North";""
6564;"2012-02-01";5378;"Super Loan";"West";"2012-12-01"
6565;"2012-10-03";5654;"Super Loan";"South";""
6566;"2012-11-30";6726;"Giga Loan";"South";""
6567;"2012-10-10";2956;"Giga Loan";"West";""
6568;"2012-09-28";7686;"Giga Loan";"West";""
6569;"2012-04-08";3505;"Giga Loan";"East";"2012-10-23"
6570;"2012-06-22";1419;"Mega Loan";"East";""
6571;"2012-08-13";8588;"Giga Loan";"West";"2012-11-01"
6572;"2012-07-04";1560;"Super Loan";"South";""
6573;"2012-11-17";7907;"Mega Loan";"East";"2012-12-25"
6574;"2012-08-30";9338;"Super Loan";"West";""
6575;"2012-05-22";2224;"Giga Loan";"South";""
6576;"2012-01-28";9074;"Mega Loan";"East";"2012-07-06"
6577;"2012-11-28";1872;"Mega Loan";"North";""
6578;"2012-05-26";1470;"Giga Loan";"East";"2012-06-28"
6579;"2012-01-26";4469;"Super Loan";"West";""
6580;"2012-01-23";2876;"Giga Loan";"North";"2012-11-01"
6581;"2012-12-31";3626;"Giga Loan";"South";""
6582;"2012-11-30";4497;"Mega Loan";"West";""
6583;"2012-03-18";4196;"Mega Loan";"East";""
6584;"2012-06-26";7600;"Mega Loan";"East";"2012-09-23"
6585;"2012-05-24";7962;"Super Loan";"South";""
6586;"2012-09-09";2198;"Mega Loan";"South";"2012-09-10"
6587;"2012-07-12";8710;"Mega Loan";"South";""
6588;"2012-02-21";7896;"Super Loan";"North";"2012-06-27"
6589;"2012-01-20";1548;"Giga Loan";"West";"2012-10-24"
6590;"2012-08-23";7562;"Super Loan";"South";""
6591;"2012-04-09";7700;"Super Loan";"West";"2012-10-16"
6592;"2012-11-29";7789;"Super Loan";"North";""
6593;"2012-08-16";2369;"Super Loan";"South";""
6594;"2012-04-30";2081;"Mega Loan";"East";""
6595;"2012-10-17";3167;"Mega Loan";"East";""
6596;"2012-07-07";7023;"Mega Loan";"South";"2012-11-24"
6597;"2012-05-10";7807;"Super Loan";"North";"2012-08-18"
6598;"2012-07-25";5123;"Mega Loan";"East";"2012-10-23"
6599;"2012-01-30";4709;"Giga Loan";"West";""
6600;"2012-01-16";1312;"Mega Loan";"West";""
6601;"2012-01-03";5543;"Giga Loan";"West";"2012-09-24"
6602;"2012-06-25";3297;"Mega Loan";"West";"2012-10-03"
6603;"2012-12-04";1873;"Giga Loan";"South";""
6604;"2012-12-07";3449;"Giga Loan";"South";""
6605;"2012-06-03";2634;"Mega Loan";"North";""
6606;"2012-05-31";3097;"Giga Loan";"East";""
6607;"2012-04-17";2523;"Super Loan";"North";""
6608;"2012-11-14";3507;"Giga Loan";"South";""
6609;"2012-08-20";3567;"Giga Loan";"West";""
6610;"2012-08-09";5992;"Giga Loan";"East";""
6611;"2012-08-01";5383;"Mega Loan";"West";""
6612;"2012-03-21";6194;"Mega Loan";"South";"2012-12-14"
6613;"2012-07-18";9490;"Mega Loan";"East";""
6614;"2012-07-03";8579;"Super Loan";"East";""
6615;"2012-10-30";3794;"Super Loan";"East";""
6616;"2012-02-04";7451;"Giga Loan";"North";"2012-11-06"
6617;"2012-04-10";9778;"Mega Loan";"East";"2012-09-09"
6618;"2012-05-12";2503;"Mega Loan";"North";""
6619;"2012-03-12";5347;"Giga Loan";"East";""
6620;"2012-03-05";1326;"Super Loan";"East";""
6621;"2012-11-14";9066;"Giga Loan";"North";""
6622;"2012-04-22";3046;"Super Loan";"South";""
6623;"2012-11-29";8116;"Giga Loan";"West";""
6624;"2012-01-29";1435;"Super Loan";"North";"2012-07-31"
6625;"2012-05-17";4128;"Mega Loan";"North";"2012-10-19"
6626;"2012-12-21";1282;"Super Loan";"East";""
6627;"2012-10-18";7459;"Super Loan";"West";""
6628;"2012-11-23";1934;"Mega Loan";"South";"2012-12-06"
6629;"2012-12-21";5406;"Giga Loan";"North";""
6630;"2012-12-16";2168;"Mega Loan";"North";""
6631;"2012-12-10";2247;"Super Loan";"South";""
6632;"2012-08-19";9950;"Giga Loan";"North";""
6633;"2012-08-16";4465;"Giga Loan";"North";""
6634;"2012-05-31";3120;"Mega Loan";"East";""
6635;"2012-04-16";3398;"Super Loan";"North";""
6636;"2012-06-07";6100;"Mega Loan";"South";"2012-07-09"
6637;"2012-03-04";5218;"Super Loan";"West";"2012-10-13"
6638;"2012-04-27";4922;"Super Loan";"East";""
6639;"2012-11-30";8607;"Mega Loan";"East";""
6640;"2012-08-17";7785;"Super Loan";"North";""
6641;"2012-01-28";9915;"Mega Loan";"West";"2012-08-17"
6642;"2012-03-31";3990;"Mega Loan";"East";"2012-11-25"
6643;"2012-10-15";3979;"Mega Loan";"North";""
6644;"2012-03-16";9404;"Mega Loan";"East";"2012-10-23"
6645;"2012-07-15";2569;"Mega Loan";"North";""
6646;"2012-07-24";6773;"Super Loan";"South";""
6647;"2012-03-20";6855;"Super Loan";"West";""
6648;"2012-09-11";2347;"Super Loan";"West";""
6649;"2012-03-09";8277;"Super Loan";"West";""
6650;"2012-08-28";2201;"Giga Loan";"South";"2012-10-26"
6651;"2012-09-10";2673;"Mega Loan";"South";""
6652;"2012-08-19";7342;"Mega Loan";"North";""
6653;"2012-10-30";4247;"Giga Loan";"East";""
6654;"2012-12-12";9790;"Giga Loan";"South";""
6655;"2012-05-07";7778;"Giga Loan";"East";""
6656;"2012-01-13";7376;"Giga Loan";"West";""
6657;"2012-03-05";1071;"Super Loan";"East";""
6658;"2012-04-14";5236;"Mega Loan";"South";"2012-12-22"
6659;"2012-05-31";8310;"Super Loan";"South";""
6660;"2012-09-21";5478;"Giga Loan";"South";"2012-12-26"
6661;"2012-08-27";6404;"Super Loan";"West";"2012-10-01"
6662;"2012-06-06";9557;"Mega Loan";"East";"2012-12-04"
6663;"2012-06-23";5427;"Super Loan";"North";""
6664;"2012-09-16";9870;"Giga Loan";"East";"2012-11-25"
6665;"2012-03-25";2677;"Giga Loan";"West";""
6666;"2012-02-19";7826;"Mega Loan";"East";"2012-12-07"
6667;"2012-06-16";5970;"Super Loan";"North";"2012-11-15"
6668;"2012-10-15";6895;"Giga Loan";"North";""
6669;"2012-09-19";2747;"Super Loan";"West";""
6670;"2012-01-11";4577;"Super Loan";"West";""
6671;"2012-04-24";4680;"Super Loan";"South";""
6672;"2012-06-24";2662;"Giga Loan";"North";""
6673;"2012-05-01";7567;"Mega Loan";"East";""
6674;"2012-06-12";7659;"Mega Loan";"West";""
6675;"2012-04-03";2065;"Super Loan";"West";"2012-05-18"
6676;"2012-09-11";9137;"Giga Loan";"West";""
6677;"2012-06-14";4432;"Giga Loan";"West";"2012-07-08"
6678;"2012-10-11";7920;"Super Loan";"West";""
6679;"2012-03-31";1483;"Mega Loan";"West";""
6680;"2012-08-02";2708;"Super Loan";"North";"2012-10-13"
6681;"2012-11-07";9122;"Mega Loan";"West";""
6682;"2012-05-26";3157;"Super Loan";"South";""
6683;"2012-06-25";9051;"Super Loan";"South";""
6684;"2012-08-04";3368;"Mega Loan";"South";""
6685;"2012-12-02";2946;"Super Loan";"South";""
6686;"2012-04-05";6828;"Mega Loan";"East";""
6687;"2012-09-03";9744;"Giga Loan";"South";""
6688;"2012-09-18";3018;"Mega Loan";"North";""
6689;"2012-07-03";2063;"Super Loan";"North";""
6690;"2012-09-30";8054;"Mega Loan";"South";""
6691;"2012-04-30";7496;"Mega Loan";"North";""
6692;"2012-08-30";7468;"Mega Loan";"East";"2012-12-04"
6693;"2012-07-26";7611;"Mega Loan";"North";""
6694;"2012-09-14";2922;"Mega Loan";"East";""
6695;"2012-12-04";7338;"Mega Loan";"North";""
6696;"2012-04-15";9288;"Giga Loan";"East";""
6697;"2012-01-03";9748;"Giga Loan";"West";"2012-09-07"
6698;"2012-01-31";3307;"Giga Loan";"South";"2012-07-11"
6699;"2012-11-14";6183;"Mega Loan";"West";""
6700;"2012-09-07";2495;"Mega Loan";"North";""
6701;"2012-04-15";6884;"Giga Loan";"South";"2012-12-16"
6702;"2012-01-09";9863;"Giga Loan";"West";"2012-12-16"
6703;"2012-09-05";4157;"Mega Loan";"East";"2012-11-30"
6704;"2012-12-17";4451;"Giga Loan";"East";""
6705;"2012-11-23";7522;"Mega Loan";"North";""
6706;"2012-12-08";5223;"Mega Loan";"East";""
6707;"2012-02-24";3587;"Super Loan";"East";""
6708;"2012-12-31";1953;"Mega Loan";"North";""
6709;"2012-01-15";3143;"Giga Loan";"South";"2012-09-17"
6710;"2012-07-10";4071;"Giga Loan";"South";"2012-12-25"
6711;"2012-12-26";3661;"Mega Loan";"East";""
6712;"2012-09-27";2264;"Mega Loan";"South";""
6713;"2012-06-30";6228;"Super Loan";"South";""
6714;"2012-06-23";2711;"Giga Loan";"North";""
6715;"2012-06-28";4633;"Giga Loan";"South";""
6716;"2012-02-26";8174;"Giga Loan";"East";"2012-10-23"
6717;"2012-02-07";8540;"Mega Loan";"South";""
6718;"2012-09-25";4377;"Super Loan";"East";""
6719;"2012-11-27";1192;"Mega Loan";"West";""
6720;"2012-12-17";9603;"Giga Loan";"North";""
6721;"2012-05-26";2431;"Mega Loan";"North";""
6722;"2012-01-08";7688;"Super Loan";"North";"2012-07-21"
6723;"2012-06-30";7071;"Mega Loan";"West";""
6724;"2012-04-04";9042;"Giga Loan";"South";"2012-08-26"
6725;"2012-09-19";9611;"Giga Loan";"South";""
6726;"2012-06-30";4408;"Giga Loan";"North";""
6727;"2012-08-04";8330;"Giga Loan";"East";""
6728;"2012-09-11";9359;"Mega Loan";"West";""
6729;"2012-01-20";6715;"Super Loan";"West";""
6730;"2012-06-12";4512;"Mega Loan";"East";""
6731;"2012-04-29";1853;"Super Loan";"East";""
6732;"2012-04-26";3599;"Super Loan";"South";"2012-08-09"
6733;"2012-10-08";4375;"Giga Loan";"East";""
6734;"2012-03-15";5011;"Super Loan";"North";"2012-09-27"
6735;"2012-09-29";7050;"Mega Loan";"North";""
6736;"2012-06-21";1896;"Giga Loan";"South";""
6737;"2012-01-22";9235;"Mega Loan";"West";""
6738;"2012-09-09";9638;"Mega Loan";"West";""
6739;"2012-07-05";2849;"Giga Loan";"North";""
6740;"2012-02-01";2377;"Giga Loan";"South";""
6741;"2012-09-23";3708;"Giga Loan";"West";""
6742;"2012-12-05";5511;"Giga Loan";"West";""
6743;"2012-10-23";3642;"Super Loan";"South";""
6744;"2012-05-26";8936;"Giga Loan";"South";""
6745;"2012-10-16";7223;"Super Loan";"East";"2012-12-20"
6746;"2012-05-27";7275;"Mega Loan";"East";""
6747;"2012-06-11";7110;"Mega Loan";"East";""
6748;"2012-07-16";5762;"Giga Loan";"East";""
6749;"2012-10-09";1652;"Mega Loan";"North";""
6750;"2012-11-19";7303;"Mega Loan";"East";""
6751;"2012-11-25";5365;"Super Loan";"South";""
6752;"2012-08-28";3083;"Super Loan";"South";""
6753;"2012-11-04";4990;"Super Loan";"West";""
6754;"2012-07-04";2435;"Super Loan";"West";""
6755;"2012-04-17";2124;"Super Loan";"East";""
6756;"2012-07-29";4600;"Giga Loan";"West";""
6757;"2012-03-02";5844;"Super Loan";"North";""
6758;"2012-05-02";9455;"Mega Loan";"West";"2012-12-25"
6759;"2012-02-16";3959;"Mega Loan";"West";"2012-10-07"
6760;"2012-11-02";2558;"Super Loan";"East";""
6761;"2012-07-30";3966;"Mega Loan";"South";""
6762;"2012-01-12";4812;"Super Loan";"South";""
6763;"2012-12-16";5158;"Mega Loan";"East";""
6764;"2012-03-25";7342;"Giga Loan";"East";""
6765;"2012-04-23";8824;"Mega Loan";"West";""
6766;"2012-03-30";2207;"Mega Loan";"West";""
6767;"2012-06-19";8238;"Mega Loan";"East";"2012-12-12"
6768;"2012-03-02";8058;"Mega Loan";"West";""
6769;"2012-03-31";1845;"Mega Loan";"West";"2012-10-02"
6770;"2012-08-28";1087;"Super Loan";"South";""
6771;"2012-04-06";9435;"Mega Loan";"West";""
6772;"2012-07-21";4553;"Giga Loan";"North";"2012-09-29"
6773;"2012-09-26";5599;"Mega Loan";"South";""
6774;"2012-05-27";3077;"Super Loan";"West";"2012-12-01"
6775;"2012-08-14";3489;"Super Loan";"West";""
6776;"2012-10-11";2821;"Mega Loan";"East";""
6777;"2012-06-24";9352;"Giga Loan";"East";"2012-11-25"
6778;"2012-03-19";9600;"Mega Loan";"South";""
6779;"2012-05-17";7584;"Giga Loan";"West";""
6780;"2012-03-01";1004;"Super Loan";"West";"2012-09-26"
6781;"2012-07-21";6902;"Super Loan";"North";""
6782;"2012-11-22";2948;"Giga Loan";"South";""
6783;"2012-04-23";3087;"Super Loan";"South";""
6784;"2012-04-29";1892;"Giga Loan";"East";"2012-09-12"
6785;"2012-09-24";4384;"Super Loan";"South";""
6786;"2012-02-03";4211;"Giga Loan";"North";"2012-12-29"
6787;"2012-03-19";5492;"Giga Loan";"East";""
6788;"2012-06-02";9228;"Super Loan";"North";""
6789;"2012-07-12";3666;"Mega Loan";"East";""
6790;"2012-10-24";8451;"Giga Loan";"South";""
6791;"2012-01-23";1786;"Super Loan";"South";"2012-08-12"
6792;"2012-05-05";6632;"Super Loan";"East";"2012-09-11"
6793;"2012-05-25";3263;"Super Loan";"East";"2012-09-24"
6794;"2012-12-21";5944;"Giga Loan";"North";""
6795;"2012-12-29";3973;"Giga Loan";"West";""
6796;"2012-06-15";2086;"Mega Loan";"South";""
6797;"2012-07-17";7152;"Giga Loan";"North";""
6798;"2012-07-25";2211;"Giga Loan";"East";""
6799;"2012-05-28";9144;"Super Loan";"South";""
6800;"2012-05-28";7997;"Mega Loan";"East";""
6801;"2012-11-13";2298;"Mega Loan";"East";""
6802;"2012-02-16";8579;"Mega Loan";"West";""
6803;"2012-02-20";2550;"Giga Loan";"South";"2012-08-09"
6804;"2012-01-12";6897;"Mega Loan";"North";""
6805;"2012-05-13";1655;"Super Loan";"West";""
6806;"2012-10-23";5039;"Giga Loan";"West";"2012-11-21"
6807;"2012-06-06";8719;"Mega Loan";"West";""
6808;"2012-12-16";1007;"Giga Loan";"South";""
6809;"2012-09-14";4639;"Mega Loan";"South";""
6810;"2012-08-06";6302;"Giga Loan";"West";""
6811;"2012-01-24";1011;"Mega Loan";"South";""
6812;"2012-03-30";1540;"Giga Loan";"North";"2012-09-13"
6813;"2012-05-25";8251;"Mega Loan";"West";""
6814;"2012-06-15";3098;"Super Loan";"South";""
6815;"2012-09-09";2432;"Super Loan";"West";""
6816;"2012-12-07";2635;"Mega Loan";"South";""
6817;"2012-05-08";6310;"Giga Loan";"North";""
6818;"2012-08-21";6925;"Super Loan";"East";""
6819;"2012-08-08";1862;"Giga Loan";"North";""
6820;"2012-02-24";8977;"Super Loan";"South";"2012-12-21"
6821;"2012-07-04";5376;"Giga Loan";"North";"2012-12-23"
6822;"2012-05-22";2649;"Mega Loan";"North";"2012-12-17"
6823;"2012-02-09";5608;"Super Loan";"North";""
6824;"2012-10-04";7640;"Mega Loan";"South";"2012-12-14"
6825;"2012-04-10";7594;"Giga Loan";"East";""
6826;"2012-07-03";8582;"Mega Loan";"East";"2012-09-02"
6827;"2012-05-27";8726;"Mega Loan";"East";""
6828;"2012-12-10";4746;"Super Loan";"West";""
6829;"2012-07-20";9794;"Giga Loan";"West";""
6830;"2012-08-06";7870;"Super Loan";"East";""
6831;"2012-04-02";2742;"Super Loan";"South";""
6832;"2012-10-18";2092;"Giga Loan";"East";""
6833;"2012-08-04";6449;"Giga Loan";"South";""
6834;"2012-02-01";4293;"Giga Loan";"East";""
6835;"2012-02-06";7989;"Super Loan";"West";""
6836;"2012-02-28";7105;"Super Loan";"South";"2012-08-31"
6837;"2012-03-10";8332;"Super Loan";"South";"2012-08-19"
6838;"2012-07-15";6708;"Super Loan";"West";""
6839;"2012-11-22";7112;"Mega Loan";"South";""
6840;"2012-02-06";2971;"Mega Loan";"South";""
6841;"2012-08-25";3010;"Giga Loan";"West";"2012-11-10"
6842;"2012-07-03";7124;"Mega Loan";"South";"2012-07-12"
6843;"2012-05-07";3511;"Giga Loan";"North";"2012-08-20"
6844;"2012-11-06";1260;"Mega Loan";"West";""
6845;"2012-11-02";9223;"Giga Loan";"East";""
6846;"2012-02-20";4944;"Mega Loan";"North";""
6847;"2012-12-23";2895;"Super Loan";"West";""
6848;"2012-09-09";5533;"Giga Loan";"South";""
6849;"2012-05-13";1868;"Giga Loan";"South";"2012-11-08"
6850;"2012-10-04";3758;"Super Loan";"East";""
6851;"2012-01-03";4509;"Giga Loan";"South";"2012-11-30"
6852;"2012-01-24";6245;"Mega Loan";"North";""
6853;"2012-06-17";5408;"Mega Loan";"South";""
6854;"2012-06-25";9118;"Super Loan";"West";""
6855;"2012-11-23";3884;"Giga Loan";"North";""
6856;"2012-07-08";3001;"Giga Loan";"East";""
6857;"2012-03-07";7700;"Mega Loan";"South";""
6858;"2012-08-05";2610;"Mega Loan";"West";""
